venue_name,venue_state,conference_game,away_name,home_name,event_coord_x,event_coord_y,type,shot_made,points_scored,season
Wells Fargo Arena,IA,,Hawkeyes,Panthers,144.0,241.0,twopointmade,false,,2014
Wells Fargo Arena,IA,,Hawkeyes,Panthers,964.0,166.0,fieldgoal,false,,2014
Wells Fargo Arena,IA,false,Panthers,Hawkeyes,1044.0,303.0,rebound,false,,2016
Wells Fargo Arena,IA,,Bulldogs,Hawkeyes,913.0,78.0,rebound,false,,2015
Wells Fargo Arena,IA,false,Hawkeyes,Bulldogs,103.0,272.0,twopointmade,false,,2013
Wells Fargo Arena,IA,,Hawkeyes,Panthers,872.0,485.0,fieldgoal,false,,2014
Wells Fargo Arena,IA,false,Panthers,Hawkeyes,256.0,320.0,freethrow,true,1.0,2016
Wells Fargo Arena,IA,false,Bulldogs,Hawkeyes,900.0,296.0,rebound,false,,2017
Wells Fargo Arena,IA,false,Bulldogs,Hawkeyes,81.0,264.0,fieldgoal,true,2.0,2017
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,304.0,187.0,fieldgoal,false,,2013
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,75.0,288.0,fieldgoal,true,2.0,2013
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,1052.0,298.0,twopointmade,false,,2013
Bryce Jordan Center,PA,,Hawkeyes,Nittany Lions,85.0,301.0,fieldgoal,true,2.0,2014
Bryce Jordan Center,PA,,Hawkeyes,Nittany Lions,337.0,349.0,fieldgoal,true,3.0,2015
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,1011.0,270.0,fieldgoal,false,,2017
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,1038.0,557.0,fieldgoal,true,3.0,2013
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,180.0,221.0,fieldgoal,true,2.0,2017
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,1055.0,276.0,twopointmade,false,,2013
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,72.0,277.0,fieldgoal,false,,2013
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,1044.0,312.0,fieldgoal,false,,2017
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,326.0,164.0,fieldgoal,false,,2017
Bryce Jordan Center,PA,,Hawkeyes,Nittany Lions,211.0,187.0,fieldgoal,true,2.0,2014
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,75.0,322.0,fieldgoal,false,,2013
Bryce Jordan Center,PA,,Hawkeyes,Nittany Lions,1090.0,40.0,fieldgoal,false,,2014
Bryce Jordan Center,PA,,Hawkeyes,Nittany Lions,180.0,50.0,threepointmade,false,,2014
Bryce Jordan Center,PA,,Hawkeyes,Nittany Lions,314.0,207.0,fieldgoal,false,,2015
Bryce Jordan Center,PA,,Hawkeyes,Nittany Lions,835.0,140.0,fieldgoal,false,,2015
Bryce Jordan Center,PA,,Hawkeyes,Nittany Lions,892.0,311.0,twopointmade,false,,2015
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,1051.0,266.0,fieldgoal,false,,2017
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,1059.0,252.0,fieldgoal,false,,2013
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,326.0,425.0,fieldgoal,false,,2017
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,65.0,280.0,fieldgoal,true,2.0,2013
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,96.0,280.0,fieldgoal,true,2.0,2017
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,92.0,274.0,fieldgoal,true,2.0,2017
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,1051.0,266.0,twopointmiss,false,,2017
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,306.0,194.0,fieldgoal,false,,2017
Bryce Jordan Center,PA,,Hawkeyes,Nittany Lions,1034.0,311.0,twopointmiss,false,,2015
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,108.0,560.0,fieldgoal,false,,2017
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,68.0,320.0,fieldgoal,false,,2013
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,1057.0,280.0,twopointmade,false,,2013
Bryce Jordan Center,PA,,Hawkeyes,Nittany Lions,828.0,363.0,fieldgoal,true,2.0,2015
Bryce Jordan Center,PA,true,Hawkeyes,Nittany Lions,206.0,281.0,fieldgoal,false,,2017
John Gray Gymnasium,,false,Hawkeyes,Jackrabbits,882.0,256.0,twopointmade,false,,2017
John Gray Gymnasium,,false,Hawkeyes,Jackrabbits,78.0,314.0,fieldgoal,false,,2017
John Gray Gymnasium,,false,Hawkeyes,Jackrabbits,65.0,327.0,twopointmiss,false,,2017
John Gray Gymnasium,,false,Hawkeyes,Jackrabbits,335.0,262.0,fieldgoal,true,3.0,2017
John Gray Gymnasium,,false,Hawkeyes,Jackrabbits,144.0,272.0,twopointmiss,false,,2017
John Gray Gymnasium,,false,Hawkeyes,Jackrabbits,261.0,509.0,fieldgoal,false,,2017
John Gray Gymnasium,,false,Hawkeyes,Jackrabbits,41.0,555.0,fieldgoal,false,,2017
John Gray Gymnasium,,false,Hawkeyes,Jackrabbits,146.0,305.0,fieldgoal,true,2.0,2017
John Gray Gymnasium,,false,Hawkeyes,Jackrabbits,68.0,279.0,fieldgoal,true,2.0,2017
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,1045.0,329.0,fieldgoal,false,,2017
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,326.0,137.0,fieldgoal,false,,2017
Pinnacle Bank Arena,NE,,Hawkeyes,Cornhuskers,1004.0,286.0,fieldgoal,false,,2014
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,112.0,253.0,fieldgoal,true,2.0,2016
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,345.0,266.0,fieldgoal,true,3.0,2017
Pinnacle Bank Arena,NE,,Hawkeyes,Cornhuskers,304.0,351.0,fieldgoal,true,2.0,2014
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,1002.0,307.0,twopointmiss,false,,2017
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,855.0,89.0,fieldgoal,false,,2016
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,122.0,269.0,fieldgoal,true,2.0,2017
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,184.0,50.0,fieldgoal,false,,2016
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,184.0,263.0,fieldgoal,false,,2016
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,101.0,130.0,twopointmade,false,,2016
Pinnacle Bank Arena,NE,,Hawkeyes,Cornhuskers,1054.0,322.0,twopointmiss,false,,2014
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,986.0,312.0,twopointmade,false,,2016
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,980.0,262.0,fieldgoal,true,2.0,2016
Pinnacle Bank Arena,NE,,Hawkeyes,Cornhuskers,213.0,519.0,threepointmade,false,,2014
Pinnacle Bank Arena,NE,,Hawkeyes,Cornhuskers,264.0,363.0,fieldgoal,false,,2014
Pinnacle Bank Arena,NE,,Hawkeyes,Cornhuskers,136.0,241.0,fieldgoal,false,,2014
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,98.0,274.0,twopointmiss,false,,2016
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,962.0,259.0,twopointmiss,false,,2016
Pinnacle Bank Arena,NE,,Hawkeyes,Cornhuskers,1020.0,269.0,fieldgoal,true,2.0,2014
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,966.0,290.0,twopointmiss,false,,2016
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,794.0,224.0,fieldgoal,true,3.0,2016
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,1058.0,274.0,fieldgoal,true,2.0,2017
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,746.0,287.0,fieldgoal,true,3.0,2016
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,1034.0,287.0,twopointmiss,false,,2017
Pinnacle Bank Arena,NE,true,Hawkeyes,Cornhuskers,94.0,262.0,fieldgoal,true,2.0,2016
Pinnacle Bank Arena,NE,,Hawkeyes,Cornhuskers,191.0,424.0,fieldgoal,true,2.0,2014
Pinnacle Bank Arena,NE,,Hawkeyes,Cornhuskers,1044.0,269.0,twopointmiss,false,,2014
Carver-Hawkeye Arena,IA,,Scarlet Knights,Hawkeyes,894.0,288.0,freethrow,false,,2014
Carver-Hawkeye Arena,IA,true,Fighting Illini,Hawkeyes,282.0,454.0,rebound,false,,2016
Carver-Hawkeye Arena,IA,true,Wildcats,Hawkeyes,230.0,187.0,personalfoul,false,,2013
Carver-Hawkeye Arena,IA,,Kangaroos,Hawkeyes,220.0,291.0,rebound,false,,2015
Carver-Hawkeye Arena,IA,false,Mavericks,Hawkeyes,782.0,337.0,rebound,false,,2016
Carver-Hawkeye Arena,IA,false,Jaguars,Hawkeyes,225.0,288.0,rebound,false,,2017
Carver-Hawkeye Arena,IA,true,Cornhuskers,Hawkeyes,233.0,300.0,freethrow,true,1.0,2013
Carver-Hawkeye Arena,IA,,Bison,Hawkeyes,763.0,315.0,turnover,false,,2014
Carver-Hawkeye Arena,IA,,Spartans,Hawkeyes,85.0,122.0,fieldgoal,false,,2015
Carver-Hawkeye Arena,IA,,Ospreys,Hawkeyes,79.0,338.0,personalfoul,false,,2014
Carver-Hawkeye Arena,IA,true,Badgers,Hawkeyes,993.0,109.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,false,Seahawks,Hawkeyes,168.0,427.0,fieldgoal,false,,2013
Carver-Hawkeye Arena,IA,,Cornhuskers,Hawkeyes,191.0,290.0,fieldgoal,true,2.0,2015
Carver-Hawkeye Arena,IA,,Hoosiers,Hawkeyes,244.0,300.0,freethrow,true,1.0,2015
Carver-Hawkeye Arena,IA,true,Fighting Illini,Hawkeyes,797.0,393.0,rebound,false,,2013
Carver-Hawkeye Arena,IA,,Badgers,Hawkeyes,789.0,416.0,rebound,false,,2015
Carver-Hawkeye Arena,IA,false,Golden Lions,Hawkeyes,738.0,475.0,turnover,false,,2013
Carver-Hawkeye Arena,IA,false,Owls,Hawkeyes,330.0,225.0,threepointmade,false,,2016
Carver-Hawkeye Arena,IA,true,Boilermakers,Hawkeyes,1040.0,341.0,twopointmiss,false,,2017
Carver-Hawkeye Arena,IA,,Terrapins,Hawkeyes,99.0,315.0,twopointmade,false,,2014
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,886.0,300.0,freethrow,true,1.0,2017
Carver-Hawkeye Arena,IA,false,Hatters,Hawkeyes,96.0,274.0,twopointmade,false,,2016
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,789.0,252.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,true,Badgers,Hawkeyes,94.0,310.0,fouldrawn,false,,2017
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,129.0,253.0,twopointmiss,false,,2017
Carver-Hawkeye Arena,IA,true,Terrapins,Hawkeyes,306.0,188.0,fieldgoal,false,,2016
Carver-Hawkeye Arena,IA,false,Vaqueros,Hawkeyes,1044.0,24.0,threepointmade,false,,2016
Carver-Hawkeye Arena,IA,false,Tigers,Hawkeyes,971.0,358.0,fieldgoal,true,2.0,2016
Carver-Hawkeye Arena,IA,true,Wildcats,Hawkeyes,242.0,318.0,freethrow,true,1.0,2017
Carver-Hawkeye Arena,IA,false,Fighting Irish,Hawkeyes,229.0,214.0,fieldgoal,false,,2013
Carver-Hawkeye Arena,IA,false,Hawks,Hawkeyes,886.0,301.0,freethrow,true,1.0,2013
Carver-Hawkeye Arena,IA,,Golden Eagles,Hawkeyes,1028.0,356.0,fieldgoal,true,2.0,2015
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,796.0,401.0,fieldgoal,true,3.0,2016
Carver-Hawkeye Arena,IA,true,Spartans,Hawkeyes,885.0,314.0,freethrow,true,1.0,2013
Carver-Hawkeye Arena,IA,true,Nittany Lions,Hawkeyes,235.0,293.0,freethrow,true,1.0,2017
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,319.0,167.0,fieldgoal,true,3.0,2017
Carver-Hawkeye Arena,IA,false,Golden Lions,Hawkeyes,1010.0,290.0,rebound,false,,2013
Carver-Hawkeye Arena,IA,,Runnin' Bulldogs,Hawkeyes,94.0,318.0,rebound,false,,2015
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,85.0,331.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,false,Vaqueros,Hawkeyes,257.0,510.0,threepointmade,false,,2016
Carver-Hawkeye Arena,IA,true,Fighting Illini,Hawkeyes,1038.0,87.0,rebound,false,,2016
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,1047.0,366.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,120.0,348.0,twopointmade,false,,2017
Carver-Hawkeye Arena,IA,true,Hoosiers,Hawkeyes,531.0,263.0,steal,false,,2016
Carver-Hawkeye Arena,IA,,Spartans,Hawkeyes,1033.0,305.0,fieldgoal,true,2.0,2014
Carver-Hawkeye Arena,IA,true,Wildcats,Hawkeyes,1068.0,26.0,fieldgoal,true,3.0,2017
Carver-Hawkeye Arena,IA,,Bison,Hawkeyes,878.0,315.0,freethrow,true,1.0,2014
Carver-Hawkeye Arena,IA,false,Pirates,Hawkeyes,1038.0,286.0,rebound,false,,2016
Carver-Hawkeye Arena,IA,,Pirates,Hawkeyes,154.0,449.0,fieldgoal,false,,2014
Carver-Hawkeye Arena,IA,false,Jaguars,Hawkeyes,143.0,263.0,personalfoul,false,,2017
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,1058.0,325.0,rebound,false,,2017
Carver-Hawkeye Arena,IA,,Seminoles,Hawkeyes,122.0,360.0,fieldgoal,false,,2015
Carver-Hawkeye Arena,IA,false,Hatters,Hawkeyes,253.0,307.0,freethrow,true,1.0,2016
Carver-Hawkeye Arena,IA,true,Golden Gophers,Hawkeyes,140.0,554.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,true,Spartans,Hawkeyes,242.0,307.0,rebound,false,,2013
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,94.0,270.0,fieldgoal,true,2.0,2017
Carver-Hawkeye Arena,IA,false,Jaguars,Hawkeyes,229.0,301.0,freethrow,true,1.0,2017
Carver-Hawkeye Arena,IA,true,Golden Gophers,Hawkeyes,165.0,304.0,fieldgoal,false,,2013
Carver-Hawkeye Arena,IA,,Cornhuskers,Hawkeyes,67.0,201.0,rebound,false,,2015
Carver-Hawkeye Arena,IA,,Hoosiers,Hawkeyes,992.0,283.0,rebound,false,,2015
Carver-Hawkeye Arena,IA,true,Badgers,Hawkeyes,776.0,248.0,threepointmiss,false,,2013
Carver-Hawkeye Arena,IA,false,Hawks,Hawkeyes,921.0,379.0,fieldgoal,true,2.0,2013
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,239.0,300.0,freethrow,false,,2017
Carver-Hawkeye Arena,IA,,Wildcats,Hawkeyes,95.0,329.0,fieldgoal,false,,2015
Carver-Hawkeye Arena,IA,false,Mavericks,Hawkeyes,68.0,328.0,personalfoul,false,,2013
Carver-Hawkeye Arena,IA,false,Thunderbirds,Hawkeyes,1051.0,260.0,twopointmade,false,,2017
Carver-Hawkeye Arena,IA,,Scarlet Knights,Hawkeyes,894.0,288.0,freethrow,true,1.0,2014
Carver-Hawkeye Arena,IA,,Kangaroos,Hawkeyes,213.0,335.0,rebound,false,,2015
Carver-Hawkeye Arena,IA,,Buckeyes,Hawkeyes,228.0,291.0,freethrow,false,,2014
Carver-Hawkeye Arena,IA,false,Hawks,Hawkeyes,872.0,105.0,rebound,false,,2013
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,1061.0,246.0,fieldgoal,true,2.0,2013
Carver-Hawkeye Arena,IA,,Badgers,Hawkeyes,170.0,356.0,fieldgoal,false,,2015
Carver-Hawkeye Arena,IA,true,Hoosiers,Hawkeyes,101.0,372.0,rebound,false,,2017
Carver-Hawkeye Arena,IA,true,Boilermakers,Hawkeyes,1023.0,410.0,fieldgoal,false,,2013
Carver-Hawkeye Arena,IA,false,Vaqueros,Hawkeyes,136.0,239.0,personalfoul,false,,2016
Carver-Hawkeye Arena,IA,true,Scarlet Knights,Hawkeyes,1003.0,284.0,fieldgoal,true,2.0,2016
Carver-Hawkeye Arena,IA,true,Cornhuskers,Hawkeyes,1058.0,327.0,rebound,false,,2013
Carver-Hawkeye Arena,IA,,Wildcats,Hawkeyes,894.0,305.0,freethrow,false,,2014
Carver-Hawkeye Arena,IA,,Wildcats,Hawkeyes,1023.0,253.0,rebound,false,,2015
Carver-Hawkeye Arena,IA,,Kangaroos,Hawkeyes,233.0,290.0,freethrow,true,1.0,2015
Carver-Hawkeye Arena,IA,false,Jaguars,Hawkeyes,247.0,301.0,freethrow,false,,2017
Carver-Hawkeye Arena,IA,,Pirates,Hawkeyes,329.0,209.0,rebound,false,,2014
Carver-Hawkeye Arena,IA,false,Pirates,Hawkeyes,904.0,256.0,rebound,false,,2016
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,811.0,150.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,,Badgers,Hawkeyes,79.0,338.0,personalfoul,false,,2015
Carver-Hawkeye Arena,IA,true,Nittany Lions,Hawkeyes,983.0,236.0,rebound,false,,2017
Carver-Hawkeye Arena,IA,true,Hoosiers,Hawkeyes,1011.0,273.0,personalfoul,false,,2016
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,243.0,296.0,freethrow,false,,2017
Carver-Hawkeye Arena,IA,,Wildcats,Hawkeyes,1057.0,119.0,rebound,false,,2014
Carver-Hawkeye Arena,IA,true,Hoosiers,Hawkeyes,175.0,238.0,steal,false,,2016
Carver-Hawkeye Arena,IA,,Runnin' Bulldogs,Hawkeyes,1088.0,568.0,threepointmade,false,,2015
Carver-Hawkeye Arena,IA,true,Nittany Lions,Hawkeyes,288.0,442.0,rebound,false,,2016
Carver-Hawkeye Arena,IA,false,Knights,Hawkeyes,1034.0,212.0,fieldgoal,false,,2013
Carver-Hawkeye Arena,IA,,Golden Gophers,Hawkeyes,271.0,473.0,rebound,false,,2015
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,879.0,315.0,freethrow,false,,2017
Carver-Hawkeye Arena,IA,false,Thunderbirds,Hawkeyes,906.0,527.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,false,Jaguars,Hawkeyes,101.0,291.0,fieldgoal,true,2.0,2017
Carver-Hawkeye Arena,IA,,Wildcats,Hawkeyes,1024.0,363.0,fieldgoal,false,,2015
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,1020.0,286.0,fieldgoal,true,2.0,2013
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,883.0,294.0,freethrow,true,1.0,2017
Carver-Hawkeye Arena,IA,,Kangaroos,Hawkeyes,101.0,188.0,fieldgoal,true,2.0,2015
Carver-Hawkeye Arena,IA,true,Hoosiers,Hawkeyes,923.0,293.0,personalfoul,false,,2016
Carver-Hawkeye Arena,IA,,Fighting Illini,Hawkeyes,185.0,260.0,fieldgoal,true,2.0,2014
Carver-Hawkeye Arena,IA,,Boilermakers,Hawkeyes,260.0,495.0,threepointmade,false,,2015
Carver-Hawkeye Arena,IA,true,Badgers,Hawkeyes,325.0,221.0,fieldgoal,true,3.0,2017
Carver-Hawkeye Arena,IA,,Wolverines,Hawkeyes,219.0,248.0,turnover,false,,2015
Carver-Hawkeye Arena,IA,,Seminoles,Hawkeyes,890.0,298.0,freethrow,true,1.0,2015
Carver-Hawkeye Arena,IA,true,Terrapins,Hawkeyes,216.0,161.0,fieldgoal,false,,2016
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,990.0,307.0,rebound,false,,2017
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,1047.0,293.0,fouldrawn,false,,2017
Carver-Hawkeye Arena,IA,,Cornhuskers,Hawkeyes,1006.0,30.0,rebound,false,,2014
Carver-Hawkeye Arena,IA,,Boilermakers,Hawkeyes,854.0,126.0,fieldgoal,true,3.0,2015
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,354.0,538.0,personalfoul,false,,2016
Carver-Hawkeye Arena,IA,true,Spartans,Hawkeyes,879.0,307.0,freethrow,true,1.0,2017
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,243.0,297.0,freethrow,true,1.0,2017
Carver-Hawkeye Arena,IA,false,Quakers,Hawkeyes,1037.0,29.0,fieldgoal,false,,2013
Carver-Hawkeye Arena,IA,false,Jaguars,Hawkeyes,315.0,442.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,,Pirates,Hawkeyes,997.0,294.0,rebound,false,,2014
Carver-Hawkeye Arena,IA,true,Scarlet Knights,Hawkeyes,980.0,252.0,fieldgoal,true,2.0,2016
Carver-Hawkeye Arena,IA,,Huskies,Hawkeyes,60.0,567.0,fieldgoal,false,,2014
Carver-Hawkeye Arena,IA,,Badgers,Hawkeyes,277.0,304.0,rebound,false,,2015
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,165.0,176.0,fouldrawn,false,,2017
Carver-Hawkeye Arena,IA,true,Golden Gophers,Hawkeyes,893.0,297.0,freethrow,true,1.0,2013
Carver-Hawkeye Arena,IA,,Huskies,Hawkeyes,85.0,551.0,rebound,false,,2014
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,1014.0,263.0,fieldgoal,true,2.0,2016
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,1058.0,325.0,twopointmiss,false,,2017
Carver-Hawkeye Arena,IA,true,Wolverines,Hawkeyes,959.0,382.0,personalfoul,false,,2016
Carver-Hawkeye Arena,IA,false,Vaqueros,Hawkeyes,96.0,375.0,fieldgoal,false,,2016
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,945.0,331.0,rebound,false,,2017
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,886.0,296.0,freethrow,true,1.0,2017
Carver-Hawkeye Arena,IA,false,Quakers,Hawkeyes,209.0,279.0,freethrow,true,1.0,2013
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,1017.0,283.0,fouldrawn,false,,2017
Carver-Hawkeye Arena,IA,false,Thunderbirds,Hawkeyes,1093.0,245.0,turnover,false,,2017
Carver-Hawkeye Arena,IA,,Scarlet Knights,Hawkeyes,916.0,290.0,rebound,false,,2014
Carver-Hawkeye Arena,IA,,Runnin' Bulldogs,Hawkeyes,218.0,290.0,freethrow,true,1.0,2015
Carver-Hawkeye Arena,IA,false,Jaguars,Hawkeyes,1011.0,288.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,75.0,332.0,twopointmiss,false,,2017
Carver-Hawkeye Arena,IA,,Golden Gophers,Hawkeyes,126.0,161.0,fieldgoal,false,,2014
Carver-Hawkeye Arena,IA,,Badgers,Hawkeyes,893.0,291.0,freethrow,true,1.0,2014
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,1007.0,421.0,fieldgoal,true,2.0,2017
Carver-Hawkeye Arena,IA,false,Thunderbirds,Hawkeyes,77.0,291.0,fieldgoal,true,2.0,2017
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,187.0,194.0,rebound,false,,2017
Carver-Hawkeye Arena,IA,false,Jaguars,Hawkeyes,228.0,293.0,freethrow,true,1.0,2017
Carver-Hawkeye Arena,IA,true,Wolverines,Hawkeyes,175.0,205.0,fieldgoal,true,2.0,2016
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,1040.0,325.0,fouldrawn,false,,2017
Carver-Hawkeye Arena,IA,true,Golden Gophers,Hawkeyes,783.0,139.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,false,Hornets,Hawkeyes,218.0,297.0,fouldrawn,false,,2017
Carver-Hawkeye Arena,IA,,Fighting Illini,Hawkeyes,305.0,438.0,rebound,false,,2014
Carver-Hawkeye Arena,IA,,Hoosiers,Hawkeyes,89.0,246.0,rebound,false,,2015
Carver-Hawkeye Arena,IA,false,Jaguars,Hawkeyes,896.0,298.0,freethrow,false,,2017
Carver-Hawkeye Arena,IA,true,Nittany Lions,Hawkeyes,1041.0,328.0,rebound,false,,2017
Carver-Hawkeye Arena,IA,,Runnin' Bulldogs,Hawkeyes,956.0,346.0,turnover,false,,2015
Carver-Hawkeye Arena,IA,false,Golden Lions,Hawkeyes,889.0,297.0,freethrow,false,,2013
Carver-Hawkeye Arena,IA,false,Pirates,Hawkeyes,894.0,507.0,fieldgoal,false,,2016
Carver-Hawkeye Arena,IA,false,Jaguars,Hawkeyes,194.0,262.0,personalfoul,false,,2017
Carver-Hawkeye Arena,IA,true,Spartans,Hawkeyes,23.0,160.0,offensivefoul,false,,2017
Carver-Hawkeye Arena,IA,true,Buckeyes,Hawkeyes,1033.0,260.0,twopointmade,false,,2016
Carver-Hawkeye Arena,IA,false,Quakers,Hawkeyes,54.0,252.0,turnover,false,,2013
Carver-Hawkeye Arena,IA,false,Cyclones,Hawkeyes,119.0,304.0,twopointmiss,false,,2016
Carver-Hawkeye Arena,IA,true,Nittany Lions,Hawkeyes,95.0,324.0,fieldgoal,false,,2017
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,72.0,331.0,rebound,false,,2017
Carver-Hawkeye Arena,IA,true,Cornhuskers,Hawkeyes,889.0,304.0,freethrow,true,1.0,2013
Carver-Hawkeye Arena,IA,,Waves,Hawkeyes,249.0,91.0,threepointmade,false,,2014
Carver-Hawkeye Arena,IA,false,Knights,Hawkeyes,294.0,132.0,rebound,false,,2013
Carver-Hawkeye Arena,IA,,Scarlet Knights,Hawkeyes,85.0,274.0,fieldgoal,false,,2014
Carver-Hawkeye Arena,IA,false,Fighting Irish,Hawkeyes,302.0,135.0,threepointmade,false,,2013
Carver-Hawkeye Arena,IA,false,Mavericks,Hawkeyes,154.0,448.0,fieldgoal,false,,2013
Carver-Hawkeye Arena,IA,true,Boilermakers,Hawkeyes,268.0,324.0,rebound,false,,2013
Carver-Hawkeye Arena,IA,false,Coyotes,Hawkeyes,105.0,303.0,twopointmiss,false,,2016
Carver-Hawkeye Arena,IA,false,Coyotes,Hawkeyes,897.0,298.0,freethrow,false,,2016
Carver-Hawkeye Arena,IA,false,Horned Frogs,Hawkeyes,892.0,64.0,threepointmade,false,,2016
Carver-Hawkeye Arena,IA,false,Horned Frogs,Hawkeyes,105.0,255.0,fieldgoal,true,2.0,2016
Carver-Hawkeye Arena,IA,false,Coyotes,Hawkeyes,182.0,253.0,turnover,false,,2016
Carver-Hawkeye Arena,IA,false,Horned Frogs,Hawkeyes,1023.0,318.0,fieldgoal,true,2.0,2016
Carver-Hawkeye Arena,IA,true,Nittany Lions,Hawkeyes,995.0,376.0,turnover,false,,2017
Carver-Hawkeye Arena,IA,,Bison,Hawkeyes,81.0,276.0,fieldgoal,true,2.0,2014
Carver-Hawkeye Arena,IA,false,Cougars,Hawkeyes,237.0,303.0,freethrow,false,,2017
Carver-Hawkeye Arena,IA,false,Knights,Hawkeyes,1040.0,262.0,rebound,false,,2013
Carver-Hawkeye Arena,IA,,Terrapins,Hawkeyes,1033.0,290.0,fieldgoal,true,2.0,2014
